SMILES,-log10(TD50)
O=C1C2(Cl)C3(C4(C1(Cl)C1(C2(C3(Cl)C(C41Cl)(Cl)Cl)Cl)Cl)Cl)Cl,5.69864562180285
ClC12C(Cl)(Cl)C3(C4(C1(Cl)C1(C2(Cl)C3(C4(C1(Cl)Cl)Cl)Cl)Cl)Cl)Cl,5.57545811948071
Nc1cccc2c1cccc2N,2.98969119009651
C=CCc1ccc2c(c1)OCO2,3.49989385559197
C=CC(c1ccc2c(c1)OCO2)O,3.39839017282028
ClCOCc1ccc(cc1)COCCl,4.8785042472232
CCOc1ccc(cc1N(=O)=O)N=C(O)C,1.99463570723065
COc1ccc(cc1)CC=C,3.45652342565506
CCCc1ccc2c(c1)OCO2,3.11846604916836
COc1ccc(cc1)C(C=C)O,3.45344822375589
CCOc1ccc(cc1)N=C(O)C,1.9229625218783
CCOc1ccc(cc1N)N=C(O)C,1.97234685910063
ClC=C(CSC(=O)N(C(C)C)C(C)C)Cl,4.00520542468643
ClC1C=CC2C1C1(Cl)C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl,5.48929076815622
ClC1CC2C(C1Cl)C1(C(C2(Cl)C(=C1Cl)Cl)(Cl)Cl)Cl,5.47582616360758
ClCC1(CCl)C(=C)C2(C(C1(Cl)C(C2Cl)Cl)(Cl)Cl)Cl,4.65611412744441
N=c1ccc2c([nH]1)n1ccccc1n2,4.06116374883155
ClC(C(SN1C(=O)C2C(C1=O)CC=CC2)(Cl)Cl)Cl,3.29248107738588
ClC=C(c1cc(Cl)c(cc1Cl)Cl)OP(=O)(OC)OC,3.20549948395771
ClC1C2(Cl)C(C(=C)C1(Cl)C(C2(Cl)Cl)(Cl)Cl)(C)C,5.63028909694773
Nc1ccc2c(c1)cccc2,3.56040190864273
Nc1cccc2c1cccc2,3.32788306624433
N=c1[nH]c2c(n1C)ccc1c2cccn1,4.00490038333734
N=c1ccc2c([nH]1)n1cccc(c1n2)C,4.56476269487085
OC(=N)Cc1c(O)[o+]nn1Cc1ccccc1,4.36104494242722
Cc1cnc2c(n1)c1[nH]c(=N)n(c1cc2)C,3.9432597526062
N=c1ccc(c([nH]1)N)N=Nc1ccccc1,3.47699642547475
OC(=N)OCC(c1ccccc1)COC(=N)O,1.50661059283619
C=CCc1ccc(c(c1)OC)OC,3.96541789362382
OC1=NC(=O)CN(C1)CCCN1CC(=NC(=O)C1)O,4.05382263004069
OC(=N)CCCCn1ccc(=NC(=N)NCC(F)(F)F)[nH]1,2.73408125059275
OCCN(c1ccc(c(c1)N(=O)=O)NC)CCO,3.51102589667366
OC(=N)C(=Cc1ccc(o1)N(=O)=O)c1ccco1,3.27751595812068
N=c1ccc2c([nH]1)[nH]c1c2cccc1,3.56571840966928
Nc1ccc(cc1Cl)c1ccc(c(c1)Cl)N,4.31343284585274
Nc1ccc(cc1)Oc1ccc(cc1)Cl,2.80268812698361
Nc1ccc(cc1)c1ccc(cc1)F,5.21543115135748
O=Nc1ccc(cc1)Nc1ccccc1,2.76567008843675
C#CC(N=C(c1cc(Cl)cc(c1)Cl)O)(C)C,3.26232783567371
OC(=O)c1cc(c(cc1NCc1ccco1)Cl)S(=O)(=O)N,2.65498207514526
Nc1ccc(cc1)c1ccccc1,4.90623881205532
Nc1ccccc1c1ccccc1,2.17924008411906
N=c1[nH]c(C)c2c(c1)[nH]c1c2cccc1,4.19461564122003
N=c1[nH]c2[nH]c3c(c2cc1C)cccc3,3.94863321188695
N=c1nc2[nH]c(=N)[nH]c(c2nc1c1ccccc1)N,3.62397508422024
c1ccc(cc1)NNc1ccccc1,3.85040397671511
Nc1ccc(cc1)c1ccc(cc1)N,3.97091109852434
Nc1ccc(cc1)Oc1ccc(cc1)N,3.77520418499051
