SMILES,-log10(TD50)
O=C1C2(Cl)C3(C4(C1(Cl)C1(C2(C3(Cl)C(C41Cl)(Cl)Cl)Cl)Cl)Cl)Cl,5.21946539853086
ClC12C(Cl)(Cl)C3(C4(C1(Cl)C1(C2(Cl)C3(C4(C1(Cl)Cl)Cl)Cl)Cl)Cl)Cl,5.48885285535388
Nc1cccc2c1cccc2N,3.35659696502858
CC(=NNc1scc(n1)c1ccc(o1)N(=O)=O)C,4.64357925928341
C=CCc1ccc2c(c1)OCO2,2.56557263123595
C=CC(c1ccc2c(c1)OCO2)O,3.9860523434476
OCCN1CCN(C1=O)N=Cc1ccc(o1)N(=O)=O,4.20578488769569
CCCc1ccc2c(c1)OCO2,3.06004002471136
O=NN1CCCCC1c1cccnc1,4.20600860942994
O=NN(CCCC(=O)c1cccnc1)C,6.31688546219751
OCC1OC(CC1O)n1cnc2c1[nH]c(=N)nc2S,5.13003969678269
CCOc1ccc(cc1)N=C(O)C,2.15646628221944
OC(C(N(N=O)C)C)c1ccccc1,3.30968025617307
O=NN(CCOS(=O)(=O)c1ccc(cc1)C)C,4.7308752663485
O=NN(CCCC(c1cccnc1)O)C,6.30781807198221
CC1=CCC(CC1)C(=C)C,2.82465534080909
CCCCCN(N=O)CCCCC,4.66489522032684
N=c1ccc2c([nH]1)n1ccccc1n2,3.63894336411243
ClC(C(SN1C(=O)C2C(C1=O)CC=CC2)(Cl)Cl)Cl,3.67720501977871
Nc1ccc2c(c1)cccc2,3.36631741830388
Cc1nc(nc(c1)C)c1ccc(o1)N(=O)=O,5.19781960757642
ClC12C3C4(C(C1(Cl)Cl)(C1(C2(C3(Cl)C(C41Cl)(Cl)Cl)Cl)Cl)Cl)Cl,5.54414852160459
N=c1[nH]c2c(n1C)ccc1c2cccn1,5.38760042545264
N=c1ccc2c([nH]1)n1cccc(c1n2)C,4.62598361197873
CC(=Nc1nc(nc(n1)N=C(O)C)c1ccc(o1)N(=O)=O)O,4.33683500354227
OC(=N)Cc1c(O)[o+]nn1Cc1ccccc1,4.7422792575964
Cc1cnc2c(n1)c1[nH]c(=N)n(c1cc2)C,5.10875793816446
N=c1ccc(c([nH]1)N)N=Nc1ccccc1,2.84742339770221
O=c1cc(n(n1c1ccccc1)C)C,2.18477427095239
CN(CN=c1[nH]nc(o1)C=Cc1ccc(o1)N(=O)=O)C,4.09574858491847
O=NN(C(=O)Oc1ccccc1OC(C)C)C,5.81591311446616
OC(=N)OCC(c1ccccc1)COC(=N)O,2.33958800017459
C=CCc1ccc(c(c1)OC)OC,3.95650897647
OC1=NC(=O)CN(C1)CCCN1CC(=NC(=O)C1)O,4.39918719836559
OC(=N)CCCCn1ccc(=NC(=N)NCC(F)(F)F)[nH]1,2.41794383666603
NCCCCCCCCCCC(=O)O,2.26246381849294
CCCCCCCCCCN(N=O)C,5.20135615121019
OC(=N)C(=Cc1ccc(o1)N(=O)=O)c1ccco1,3.92643992336428
COc1ccc(cc1)C(=O)C(=CC(=O)O)Br,5.01250343360558
Nc1ccc(cc1Cl)c1ccc(c(c1)Cl)N,3.95463163738706
Nc1ccc(cc1)Oc1ccc(cc1)Cl,3.76657638084873
O=Nc1ccc(cc1)Nc1ccccc1,2.99395294805851
Oc1ccccc1c1ccccc1,2.86548994250357
N=c1[nH]c(C)c2c(c1)[nH]c1c2cccc1,4.47151195716729
N=c1[nH]c2[nH]c3c(c2cc1C)cccc3,4.46891138363676
CN=C(Oc1cccc2c1cccc2)O,4.15445483779834
c1ccc(cc1)NNc1ccccc1,4.51796551679951
Nc1ccc(cc1)c1ccc(cc1)N,5.02733122155714
Nc1ccc(cc1)Oc1ccc(cc1)N,4.32336294544294
Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)N,4.04473202444375
CCC1(c2ccccc2)C(=NC(=O)N=C1O)O,3.43142996938231
CCn1cc(C(=O)O)c(=O)c2c1nc(C)cc2,3.06273236320539
Nc1ccc(cc1)Sc1ccc(cc1)N,4.76568903484514
O=C1C(=C(N2CC2)C(=O)C=C1N1CC1)N1CC1,7.6616523317822
O=NN1c2ccccc2C(=CC1(C)C)C,4.78606569003429
Nc1ccc(cc1N)c1ccc(c(c1)N)N,2.73435717993043
O1CC1COc1cccc(c1)OCC1OC1,4.76932495684911
CCOC(=O)C(Oc1ccc(cc1)Cl)(C)C,3.157180208622
CNNCc1ccc(cc1)C(=O)NC(C)C,5.79967213873971
OC(c1cc(O)cc(c1)O)CNC(C)(C)C,2.73994687742118
CCCCCCCCCCCN(N=O)C,4.95637048178212
CCCCOP(=O)(OCCCC)OCCCC,3.14436079352124
COc1c2oc(=O)ccc2cc2c1occ2,3.82428958689081
O=N(=O)c1ccc(s1)C1Nc2ccccc2C(=N1)O,5.25509001262151
Nc1ccc2c(c1)oc1c2cccc1,4.8684880118911
O=N(=O)c1ccc2c3c1cccc3CC2,4.36128200949508
COc1cc2c(cc1N)oc1c2cccc1,3.866454382477
CCn1cc(C(=O)O)c(=O)c2c1cc1OCOc1c2,3.19430691177395
Nc1ccc(cc1Cl)Cc1ccc(c(c1)Cl)N,4.14120323414877
Fc1ccc(c(c1)F)C(Cn1cncn1)(Cn1cncn1)O,3.57923234182257
Cn1c(=N)[nH]c2c1cc(cn2)c1ccccc1,5.10033452669265
N=c1[nH]c(C)c2c(c1C)[nH]c1c2cccc1,5.56515457007017
OC(=O)C(Oc1ccc(cc1)C1CC1(Cl)Cl)(C)C,5.16666282811958
Nc1ccc(cc1)Cc1ccc(cc1)N,3.99621321106377
CC1OC=C2C(=C(C)C(=O)C(=C(O)O)C2=O)C1C,4.52446780256691
O=C1OC(CN1N=Cc1ccc(o1)N(=O)=O)CN1CCOCC1,4.70952917708953
CC1CN(N=O)CC(N1C(=O)c1ccccc1)C,4.40823487238118
ClCCN(c1ccc(cc1)CC(C(=O)O)N)CCCl,6.5123812640086
OCc1cc(ccc1O)C(CNC(C)(C)C)O,3.77690230726276
CCCCCCCCCCCCN(N=O)C,5.62867294348817
O=N(=O)c1ccc2c(c1)Cc1c2cccc1,5.86988215932042
CC(=Nc1ccc(cc1)c1ccc(cc1)F)O,5.35598721279303
O=C1c2c(N)ccc(c2C(=O)c2c1c(N)ccc2N)N,3.23544880600215
OCCN=c1nc([nH]c2c1cccc2)c1ccc(s1)N(=O)=O,5.22830742409291
COc1cc(ccc1c1nc2c([nH]1)ccnc2)S(=O)C,3.61020394756304
CC(=Nc1ccc(cc1)c1ccccc1)O,5.25293362355695
OC(=O)CSc1nc(Cl)cc(=Nc2cccc(c2C)C)[nH]1,4.87078861152938
CCn1c2ccc(cc2c2c1cccc2)N,3.56539037363419
Cc1cc(ccc1N)N=Nc1ccccc1C,4.7463588149649
CN(c1ccc(cc1)N=Nc1ccccc1)C,4.83291218629979
OC1=NN=C(CC1)c1ccc2c(c1)C(C)(C)C(=N2)O,5.10722330482252
Nc1ccc(cc1C)c1ccc(c(c1)C)N,5.52827950532593
COc1cc(ccc1N)c1ccc(c(c1)OC)N,5.37087075020654
CC1CC(C)CN(C1)S(=O)(=O)c1ccc(c(c1)C(=O)O)Cl,4.83515532328331
ClCCN(c1ccc(cc1)CCCC(=O)O)CCCl,5.53086776060692
CN(CCN(c1ccccn1)Cc1cccs1)C,4.45681304059823
Brc1cc(Br)c(c2c1C(=O)c1ccccc1C2=O)N,3.91818868720173
Oc1cccc2c1C(=O)c1ccccc1C2=O,3.37984627329391
Oc1cccc2c1C(=O)c1c(C2=O)cccc1O,2.99142662603978
Oc1c(O)cc(c2c1C(=O)c1ccccc1C2=O)O,2.57736689111712
ClC(C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)(Cl)Cl,3.62171420741785
Nc1ccc2c(c1)C(=O)c1c(C2=O)cccc1,3.34442495982254
O=C(C(F)(F)F)Nc1ccc2c(c1)Cc1c2cccc1,5.23334291206838
Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O,4.47602438799828
O=C1c2ccccc2C(=O)c2c1ccc(c2N)C,3.60289073815158
CC(=Nc1ccc2c(c1)C(=O)c1c2cccc1)O,4.58492728084125
CC(=Nc1ccc2c(c1)Cc1c2cccc1)O,5.26247034718831
CC(=O)N(c1ccc2c(c1)Cc1c2cccc1)O,5.38413003444408
CC1=CC(=NNc2ccc(cc2)N=C(O)C)C(=O)C=C1,2.85045049903809
Cc1cccc(c1)N=Nc1ccc(cc1)N(C)C,4.86309734716964
CCOCCc1c([nH]c(=N)n2c1ncn2)c1ccccc1,2.71350985717714
Nc1ccc(cc1C)Cc1ccc(c(c1)C)N,4.48666062387141
CCN(c1ccc(cc1)N=Nc1ccn(=O)cc1)CC,5.2197063186984
COC12C3NC3CN2C2=C(C1COC(=N)O)C(=O)C(=C(C2=O)C)N,8.51557179915063
Cc1ccc(c(c1)OCCCC(C(=O)O)(C)C)C,3.00582184468248
ClCCOS(=O)OC(COc1ccc(cc1)C(C)(C)C)C,3.53943602065054
CCCCCCCCCCCCCCN(N=O)C,5.19148065408148
O=C1c2ccccc2C(=O)c2c1ccc(c2N(=O)=O)C,3.49849959787514
C#CC(c1ccccc1)(c1ccc(cc1)Cl)OC(=N)O,4.51245326948899
O=C1C=Cc2c(C1=NNc1ccccc1)cccc2,3.92659335677243
O=C=Nc1ccc(cc1OC)c1ccc(c(c1)OC)N=C=O,2.25951121358256
O=N(=O)c1ccc(s1)c1nc(N2CCOCC2)c2c(n1)cccc2,4.83293215748787
Oc1cc2CC3(C(c2cc1O)c1ccc(c(c1OC3)O)O)O,2.48040768946736
O=C(c1ccccc1N)OCC=Cc1ccccc1,1.32084261832153
CC(=Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)N=C(O)C)O,3.7765539507494
OCCN(c1nc(nc2c1cccc2)c1ccc(s1)N(=O)=O)CCO,5.0598416376362
COc1ccc(c(c1)C=Cc1ccc(cc1)N)OC,5.54913545266613
Cc1c(cccc1C)N=c1cc(Cl)nc([nH]1)SCC(=NCCO)O,4.7522633596561
O=C1OC2CCN3C2C(=CC3)COC(=O)C(C(C1C)(C)O)(C)O,5.53923230134191
COc1cc2OC3C(c2c2c1c1CCC(=O)c1c(=O)o2)C=CO3,7.98938529166451
Cc1ccc(c(c1)N(=O)=O)NN=C1C(=O)C=Cc2c1cccc2,2.41938178621271
COc1cc2OC3C(c2c2c1c1CCC(c1c(=O)o2)O)C=CO3,8.10463291879122
CC(=O)N(c1cccc2c1Cc1c2cccc1)C(=O)C,4.14499428935951
COC(=O)C(Oc1ccc(cc1)c1ccc(cc1)Cl)(C)C,4.80454118344048
COc1ccc2c(c1)[nH]c(n2)S(=O)Cc1ncc(c(c1C)OC)C,3.46279699800887
CN(c1ccc(cc1)C(=O)c1ccc(cc1)N(C)C)C,4.67742832179827
CN(c1ccc(cc1)C(=N)c1ccc(cc1)N(C)C)C,4.38571820414063
CN(c1ccc(cc1)Cc1ccc(cc1)N(C)C)C,4.19062221267017
CN(CCOC(c1ccccn1)(c1ccccc1)C)C,2.22513166122608
COc1ccc(cc1)CN(c1ccccn1)CCN(C)C,3.00827189383879
COc1cc2OC3C(c2c2c1c(=O)c1c(o2)cccc1O)C=CO3,6.32908233517033
OC(=O)C1=CC(=NNc2ccc(cc2)S(=O)(=O)Nc2ccccn2)C=CC1=O,2.39891533776839
O=N(=O)c1cc(ccc1Nc1ccc(c(c1)S(=O)(=O)O)Nc1ccccc1)N(=O)=O,2.40086858433636
O=NN(c1ccc(cc1)C=Cc1ccnc2c1cccc2)C,5.61691824263091
Cc1ccc(c(c1)C)NN=C1c2cc(ccc2C=C(C1=O)S(=O)(=O)O)S(=O)(=O)O,3.0218972471489
Cc1cc(C)c(cc1NN=C1C=C(c2c(C1=O)cccc2)S(=O)(=O)O)S(=O)(=O)O,1.73092448964984
COc1ccc(cc1OC1CCCC1)C(=O)N=c1c(Cl)c[nH]cc1Cl,5.39369209325426
CCC(=C(c1ccc(cc1)O)CC)c1ccc(cc1)O,6.08039706025242
ClCCN(C(COc1ccccc1)C)Cc1ccccc1,5.44519858099726
CC=C1CC(=C)C(O)(CO)C(=O)OCC2=CCN3C2C(OC1=O)CC3,6.46774909022524
CC=C1CC(C)C(O)(CO)C(=O)OCC2=CCN3C2C(OC1=O)CC3,5.61028744666005
CC=C1CC(C)C(O)(CO)C(=O)OCC2=CCN3(=O)C2C(OC1=O)CC3,5.71021856431383
COc1ccc2c(c1)c(CC(=O)O)c(n2C(=O)c1ccc(cc1)Cl)C,5.49292720183966
N=C1C=CC(=C(c2ccc(cc2)N)c2ccc(cc2)N)C=C1,3.86292782616754
Cc1cc(C)c(cc1N=Nc1c2ccc(cc2cc(c1O)S(=O)(=O)O)S(=O)(=O)O)C,2.93684502150204
